Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,S,S%,SHFT,GWG,FW,FL,FO%,SOA,SOG,SO%
Aaron Downey,DAL,RW,18,1,1,2,-6.0,2,9:43,0,0,11,9.1,,,,,,0,0,0.0
Antti Miettinen,DAL,RW,14,1,0,1,-2.0,8,12:57,1,0,8,12.5,,,,,,0,0,0.0
Blake Sloan,DAL,RW,11,0,0,0,4.0,2,18:13,0,0,9,0.0,,,,,,0,0,0.0
Brenden Morrow,DAL,LW,73,21,36,57,23.0,66,16:59,5,9,143,14.7,,,,,,0,0,0.0
Chris Therien D *,DAL,,7,0,0,0,-1.0,2,7:49,0,0,4,0.0,,,,,,0,0,0.0
David Oliver,DAL,RW,53,8,8,16,-15.0,14,14:44,2,5,134,6.0,,,,,,0,0,0.0
Don Sweeney,DAL,D,73,2,10,12,-2.0,152,10:13,0,2,74,2.7,,,,,,0,0,0.0
Gavin Morgan,DAL,C,32,0,1,1,-9.0,84,12:36,0,0,23,0.0,,,,,,0,0,0.0
Jason Arnott,DAL,C,82,34,35,69,14.0,109,18:41,9,13,263,12.9,,,,,,0,0,0.0
Jeff MacMillan,DAL,D,6,0,0,0,0.0,21,5:48,0,0,7,0.0,,,,,,0,0,0.0
Jere Lehtinen,DAL,F,77,11,18,29,7.0,18,18:04,0,3,135,8.1,,,,,,0,0,0.0
John Erskine,DAL,D,16,1,0,1,-9.0,0,9:50,0,0,17,5.9,,,,,,0,0,0.0
Jon Klemm D *,DAL,,13,2,5,7,3.0,6,17:51,0,1,34,5.9,,,,,,0,0,0.0
Lubomir Sekeras,DAL,D,67,1,5,6,-15.0,16,11:30,0,0,57,1.8,,,,,,0,0,0.0
Manny Malhotra C *,DAL,,28,0,0,0,-1.0,7,7:11,0,0,23,0.0,,,,,,0,0,0.0
Mathias Tjarnqvist,DAL,RW,4,1,1,2,0.0,2,16:29,0,0,2,50.0,,,,,,0,0,0.0
Mike Modano,DAL,C,81,25,24,49,10.0,121,19:23,9,3,132,18.9,,,,,,0,0,0.0
Niko Kapanen,DAL,C,27,1,5,6,-6.0,14,16:01,1,3,34,2.9,,,,,,0,0,0.0
Philippe Boucher,DAL,D,58,13,13,26,0.0,20,19:26,4,4,138,9.4,,,,,,0,0,0.0
Pierre Turgeon,DAL,C,77,7,35,42,0.0,20,25:50,4,21,154,4.5,,,,,,0,0,0.0
Richard Matvichuk,DAL,D,69,9,15,24,2.0,52,12:58,0,0,76,11.8,,,,,,0,0,0.0
Rob DiMaio,DAL,RW,70,8,16,24,15.0,64,22:24,2,3,134,6.0,,,,,,0,0,0.0
Rob Valicevic,DAL,C,7,0,0,0,1.0,7,5:27,0,0,0,0.0,,,,,,0,0,0.0
Scott Young,DAL,RW,62,3,14,17,-5.0,18,21:39,0,7,83,3.6,,,,,,0,0,0.0
Sergei Zubov,DAL,D,76,14,30,44,-21.0,46,20:27,6,15,152,9.2,,,,,,0,0,0.0
Shayne Corson,DAL,LW,63,0,11,11,22.0,18,15:53,0,0,39,0.0,,,,,,0,0,0.0
Stephane Robidas D *,DAL,,37,1,1,2,2.0,77,4:30,0,0,11,9.1,,,,,,0,0,0.0
Steve Gainey,DAL,LW,4,0,0,0,-2.0,0,8:19,0,0,3,0.0,,,,,,0,0,0.0
Steve Ott,DAL,C,36,7,5,12,6.0,12,9:51,3,0,30,23.3,,,,,,0,0,0.0
Stu Barnes,DAL,C,76,15,25,40,17.0,20,14:13,6,6,104,14.4,,,,,,0,0,0.0
Teppo Numminen,DAL,D,75,1,20,21,0.0,36,21:50,0,7,85,1.2,,,,,,0,0,0.0
Total,DAL,,9,0,0,0,-2.0,4,7:47,0,0,4,0.0,,,,,,0,0,0.0
Trevor Daley,DAL,D,58,2,4,6,10.0,24,15:59,0,0,52,3.8,,,,,,0,0,0.0
Valeri Bure RW *,DAL,,17,5,5,10,12.0,29,13:30,0,0,21,23.8,,,,,,0,0,0.0
