Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,S,S%,SHFT,GWG,FW,FL,FO%,SOA,SOG,SO%
Alexander Korolyuk,SJ,RW,77,9,30,39,9,34,22:08,5,14,129,7.0,,,,,,0,0,0.0
Alyn McCauley,SJ,C,81,28,19,47,5,33,16:12,8,7,175,16.0,,,,,,0,0,0.0
Brad Boyes,SJ,RW,2,0,0,0,-1,0,12:02,0,0,3,0.0,,,,,,0,0,0.0
Brad Stuart,SJ,D,64,21,20,41,0,36,16:24,10,8,158,13.3,,,,,,0,0,0.0
Christian Ehrhoff,SJ,D,69,2,17,19,8,12,18:11,2,8,89,2.2,,,,,,0,0,0.0
Curtis Brown C *,SJ,,36,1,3,4,-5,72,8:21,0,0,31,3.2,,,,,,0,0,0.0
Jason Marshall D *,SJ,,15,0,2,2,-2,18,16:54,0,1,19,0.0,,,,,,0,0,0.0
Jim Fahey,SJ,D,55,0,3,3,-3,92,14:22,0,0,33,0.0,,,,,,0,0,0.0
Jonathan Cheechoo,SJ,RW,82,22,33,55,30,34,14:54,1,8,147,15.0,,,,,,0,0,0.0
Kyle McLaren,SJ,D,68,9,15,24,6,49,13:19,2,5,116,7.8,,,,,,0,0,0.0
Lynn Loyns LW *,SJ,,2,1,0,1,1,4,9:05,0,0,1,100.0,,,,,,0,0,0.0
Marco Sturm,SJ,LW,82,12,29,41,-5,66,17:08,7,12,156,7.7,,,,,,0,0,0.0
Mark Smith,SJ,C,47,4,5,9,3,38,9:46,0,0,51,7.8,,,,,,0,0,0.0
Mike Rathje,SJ,D,82,6,15,21,10,48,23:41,0,2,114,5.3,,,,,,0,0,0.0
Mike Ricci,SJ,C,80,13,14,27,-6,84,13:57,1,2,127,10.2,,,,,,0,0,0.0
Milan Michalek,SJ,LW,12,0,2,2,-1,8,16:00,0,0,14,0.0,,,,,,0,0,0.0
Miroslav Zalesak,SJ,RW,4,0,0,0,0,0,7:07,0,0,2,0.0,,,,,,0,0,0.0
Niko Dimitrakos,SJ,RW,71,7,19,26,8,40,14:21,2,4,48,14.6,,,,,,0,0,0.0
Nils Ekman,SJ,LW,80,28,29,57,-5,24,18:12,9,12,220,12.7,,,,,,0,0,0.0
Patrick Rissmiller,SJ,LW,2,0,0,0,-1,0,7:33,0,0,0,0.0,,,,,,0,0,0.0
Rob Davison,SJ,D,50,1,3,4,0,101,6:36,0,0,20,5.0,,,,,,0,0,0.0
Scott Hannan,SJ,D,64,2,22,24,10,60,21:01,0,5,67,3.0,,,,,,0,0,0.0
Scott Parker,SJ,RW,12,2,2,4,1,6,16:25,0,0,21,9.5,,,,,,0,0,0.0
Scott Thornton,SJ,LW,72,9,20,29,4,90,15:28,0,2,142,6.3,,,,,,0,0,0.0
Todd Harvey,SJ,LW,41,1,11,12,4,14,15:22,0,4,58,1.7,,,,,,0,0,0.0
Tom Preissing,SJ,D,80,2,17,19,17,46,23:27,0,5,105,1.9,,,,,,0,0,0.0
Vincent Damphousse,SJ,LW,82,20,27,47,23,28,16:50,5,4,146,13.7,,,,,,0,0,0.0
Wayne Primeau,SJ,LW,63,19,18,37,20,18,14:55,4,2,108,17.6,,,,,,0,0,0.0
